Image_ID,Degradation,AFLB,alpha,beta,mask_area_pct
R011,Rain,AFLB3,0.499512791633606,0.497775137424469,0
R012,Rain,AFLB1,0.4965921938419342,0.503873348236084,0
R012,Rain,AFLB2,0.4951928853988647,0.4986124634742737,0
R012,Rain,AFLB3,0.4974977374076843,0.4987693428993225,0
R013,Rain,AFLB1,0.4959956705570221,0.504862368106842,0
R013,Rain,AFLB2,0.4945108294487,0.4974966943264008,0
R013,Rain,AFLB3,0.4978430867195129,0.4984582662582397,0
R014,Rain,AFLB1,0.493943452835083,0.5080321431159973,0
R014,Rain,AFLB2,0.4914877116680145,0.494965136051178,0
R014,Rain,AFLB3,0.4976328611373901,0.497454971075058,0
R015,Rain,AFLB1,0.4954927563667297,0.5054843425750732,0
R015,Rain,AFLB2,0.4937649369239807,0.4969508051872253,0
R015,Rain,AFLB3,0.4976347982883453,0.4982165694236755,0
R016,Rain,AFLB1,0.4946870505809784,0.5071290135383606,0
R016,Rain,AFLB2,0.4924090802669525,0.4945306181907654,0
R016,Rain,AFLB3,0.4986201524734497,0.4976878762245178,0
R017,Rain,AFLB1,0.4934587478637695,0.5093929171562195,0
R017,Rain,AFLB2,0.4912369549274445,0.4930551648139954,0
R017,Rain,AFLB3,0.4988493621349335,0.4971018135547638,0
R018,Rain,AFLB1,0.4934482872486115,0.5090793371200562,0
R018,Rain,AFLB2,0.4907744824886322,0.493181049823761,0
R018,Rain,AFLB3,0.4984137117862701,0.4970988035202026,0
R019,Rain,AFLB1,0.4965074062347412,0.5043336153030396,0
R019,Rain,AFLB2,0.4952916502952576,0.4978997409343719,0
R019,Rain,AFLB3,0.4981396496295929,0.4986445307731628,0
R020,Rain,AFLB1,0.4966031312942505,0.5045194625854492,0
R020,Rain,AFLB2,0.495684802532196,0.4972149431705475,0
R020,Rain,AFLB3,0.4989508986473083,0.4985850751399994,0
R021,Rain,AFLB1,0.494153767824173,0.5078620910644531,0
R021,Rain,AFLB2,0.4918732941150665,0.4946762323379517,0
R021,Rain,AFLB3,0.4981192946434021,0.4975086748600006,0
