Image_ID,Degradation,AFLB,alpha,beta,mask_area_pct
H041,Haze,AFLB1,0.4944781363010406,0.5069614052772522,0
H041,Haze,AFLB2,0.492310106754303,0.495919942855835,0
H041,Haze,AFLB3,0.4974546730518341,0.4977545142173767,0
H042,Haze,AFLB1,0.4932234287261963,0.5084502100944519,0
H042,Haze,AFLB2,0.4904733598232269,0.4952819347381592,0
H042,Haze,AFLB3,0.496406227350235,0.4971973299980164,0
H043,Haze,AFLB1,0.4930537939071655,0.5086898803710938,0
H043,Haze,AFLB2,0.4900809526443481,0.4950140416622162,0
H043,Haze,AFLB3,0.4964378476142883,0.4971186518669128,0
H044,Haze,AFLB1,0.4936385452747345,0.5080922245979309,0
H044,Haze,AFLB2,0.4910876452922821,0.4950940907001495,0
H044,Haze,AFLB3,0.4970425367355347,0.4973508417606354,0
H045,Haze,AFLB1,0.4917121827602386,0.5109235048294067,0
H045,Haze,AFLB2,0.4876767694950104,0.4930813014507294,0
H045,Haze,AFLB3,0.4961786270141602,0.4963904917240143,0
H046,Haze,AFLB1,0.4930525720119476,0.508879542350769,0
H046,Haze,AFLB2,0.4899326860904694,0.4944902658462524,0
H046,Haze,AFLB3,0.4967135190963745,0.4970575571060181,0
H047,Haze,AFLB1,0.4933321475982666,0.5085589289665222,0
H047,Haze,AFLB2,0.4904510378837585,0.4948447942733765,0
H047,Haze,AFLB3,0.4968506693840027,0.4972010552883148,0
H048,Haze,AFLB1,0.4941211640834808,0.5074591636657715,0
H048,Haze,AFLB2,0.4916882216930389,0.4954835474491119,0
H048,Haze,AFLB3,0.497342586517334,0.497578352689743,0
H049,Haze,AFLB1,0.4931629002094269,0.5084609985351562,0
H049,Haze,AFLB2,0.4903369545936584,0.4951339066028595,0
H049,Haze,AFLB3,0.4964077472686768,0.4971668720245361,0
H050,Haze,AFLB1,0.4931724071502686,0.5084947347640991,0
H050,Haze,AFLB2,0.4903311133384705,0.4951641857624054,0
H050,Haze,AFLB3,0.4965119361877441,0.4971887767314911,0
H051,Haze,AFLB1,0.4937330782413483,0.5079530477523804,0
H051,Haze,AFLB2,0.4910234808921814,0.4953323602676392,0
H051,Haze,AFLB3,0.4967933893203735,0.4973713755607605,0
H052,Haze,AFLB1,0.4934629201889038,0.5079444646835327,0
H052,Haze,AFLB2,0.4905967712402344,0.4961719214916229,0
H052,Haze,AFLB3,0.4958360493183136,0.4973152279853821,0
H053,Haze,AFLB1,0.4935175478458405,0.5083062052726746,0
H053,Haze,AFLB2,0.4908688962459564,0.4948957562446594,0
H053,Haze,AFLB3,0.4970985651016235,0.4972879886627197,0
H054,Haze,AFLB1,0.4932849109172821,0.5085740685462952,0
H054,Haze,AFLB2,0.4905552268028259,0.4948979914188385,0
H054,Haze,AFLB3,0.4967972338199615,0.4971925020217896,0
H055,Haze,AFLB1,0.493976503610611,0.5075855255126953,0
H055,Haze,AFLB2,0.4915341436862946,0.495419830083847,0
H055,Haze,AFLB3,0.4972091317176819,0.4975187480449677,0
H056,Haze,AFLB1,0.494998037815094,0.5057894587516785,0
H056,Haze,AFLB2,0.4928742349147797,0.4975304305553436,0
H056,Haze,AFLB3,0.4965707957744598,0.4980725646018982,0
H057,Haze,AFLB1,0.4931402206420898,0.5087375044822693,0
H057,Haze,AFLB2,0.4901570081710815,0.4948421120643616,0
H057,Haze,AFLB3,0.4966867566108704,0.4971337914466858,0
H058,Haze,AFLB1,0.4944309294223785,0.5070052146911621,0
H058,Haze,AFLB2,0.4919036030769348,0.4960482120513916,0
H058,Haze,AFLB3,0.4970342516899109,0.497698038816452,0
H059,Haze,AFLB1,0.4950326681137085,0.505638599395752,0
H059,Haze,AFLB2,0.4929656386375427,0.4977075457572937,0
H059,Haze,AFLB3,0.4964667558670044,0.4981086552143097,0
H060,Haze,AFLB1,0.4938442409038544,0.5078032612800598,0
H060,Haze,AFLB2,0.4912852346897125,0.4952226281166077,0
H060,Haze,AFLB3,0.4971508979797363,0.4974432289600372,0
H061,Haze,AFLB1,0.4922924935817719,0.5097758173942566,0
H061,Haze,AFLB2,0.4888871908187866,0.4943867623806,0
H061,Haze,AFLB3,0.4959813058376312,0.4967443346977234,0
H062,Haze,AFLB1,0.4934774339199066,0.5081992745399475,0
H062,Haze,AFLB2,0.4906528890132904,0.4954216480255127,0
H062,Haze,AFLB3,0.496533215045929,0.4972928464412689,0
H063,Haze,AFLB1,0.4937134385108948,0.5080077052116394,0
H063,Haze,AFLB2,0.4910915493965149,0.4951731860637665,0
H063,Haze,AFLB3,0.4970792531967163,0.4973849356174469,0
H064,Haze,AFLB1,0.4938749372959137,0.5079807639122009,0
H064,Haze,AFLB2,0.4913996160030365,0.4948945939540863,0
H064,Haze,AFLB3,0.4975380003452301,0.4974291920661926,0
H065,Haze,AFLB1,0.4945779740810394,0.5066295266151428,0
H065,Haze,AFLB2,0.4923115074634552,0.4962759613990784,0
H065,Haze,AFLB3,0.4971626698970795,0.4978204369544983,0
H066,Haze,AFLB1,0.4942200183868408,0.5072680115699768,0
H066,Haze,AFLB2,0.491899847984314,0.49569371342659,0
H066,Haze,AFLB3,0.4972483217716217,0.4976292550563812,0
H067,Haze,AFLB1,0.4927393794059753,0.5094023942947388,0
H067,Haze,AFLB2,0.489464670419693,0.4942009150981903,0
H067,Haze,AFLB3,0.4966774582862854,0.4969210624694824,0
H068,Haze,AFLB1,0.4939355850219727,0.5075517892837524,0
H068,Haze,AFLB2,0.4915324151515961,0.4955690205097198,0
H068,Haze,AFLB3,0.4969938397407532,0.4975115656852722,0
H069,Haze,AFLB1,0.4928962886333466,0.5089278817176819,0
H069,Haze,AFLB2,0.4897891581058502,0.4948226809501648,0
H069,Haze,AFLB3,0.4963789582252502,0.4970373213291168,0
H070,Haze,AFLB1,0.4935791790485382,0.5081923604011536,0
H070,Haze,AFLB2,0.4907996356487274,0.4951261878013611,0
H070,Haze,AFLB3,0.4969694018363953,0.4973301589488983,0
H071,Haze,AFLB1,0.4929465353488922,0.5089899897575378,0
H071,Haze,AFLB2,0.4897795915603638,0.4944963157176971,0
H071,Haze,AFLB3,0.4966533482074738,0.4970307052135468,0
H072,Haze,AFLB1,0.4928964078426361,0.5090635418891907,0
H072,Haze,AFLB2,0.4897759258747101,0.4945070445537567,0
H072,Haze,AFLB3,0.4966692328453064,0.4970278739929199,0
H073,Haze,AFLB1,0.4937351644039154,0.5079790353775024,0
H073,Haze,AFLB2,0.4911587238311768,0.4952362179756165,0
H073,Haze,AFLB3,0.4970285892486572,0.4973917901515961,0
H074,Haze,AFLB1,0.4938419163227081,0.5075002312660217,0
H074,Haze,AFLB2,0.4911273419857025,0.4960829615592957,0
H074,Haze,AFLB3,0.4963566362857819,0.4974852502346039,0
H075,Haze,AFLB1,0.4943450391292572,0.5072115063667297,0
H075,Haze,AFLB2,0.4919789433479309,0.4956035912036896,0
H075,Haze,AFLB3,0.4974518418312073,0.4976546466350555,0
H076,Haze,AFLB1,0.4931498467922211,0.5091513395309448,0
H076,Haze,AFLB2,0.490271270275116,0.4937101900577545,0
H076,Haze,AFLB3,0.4976571798324585,0.4970616400241852,0
H077,Haze,AFLB1,0.4935173094272614,0.5079951286315918,0
H077,Haze,AFLB2,0.4908568561077118,0.4957298636436462,0
H077,Haze,AFLB3,0.4963589906692505,0.4973403513431549,0
H078,Haze,AFLB1,0.4927400052547455,0.5091657638549805,0
H078,Haze,AFLB2,0.4895285964012146,0.4946858882904053,0
H078,Haze,AFLB3,0.496248722076416,0.4969449639320374,0
H079,Haze,AFLB1,0.4943260252475739,0.5068455934524536,0
H079,Haze,AFLB2,0.4919151961803436,0.4963462054729462,0
H079,Haze,AFLB3,0.4967811703681946,0.4977246820926666,0
H080,Haze,AFLB1,0.4936107099056244,0.5080591440200806,0
H080,Haze,AFLB2,0.4909933805465698,0.4951819479465485,0
H080,Haze,AFLB3,0.4969144761562347,0.4973460137844086,0
H081,Haze,AFLB1,0.4940828680992126,0.507269024848938,0
H081,Haze,AFLB2,0.4917741715908051,0.4959098696708679,0
H081,Haze,AFLB3,0.4969683587551117,0.4976068139076233,0
H082,Haze,AFLB1,0.4936197698116302,0.5080733895301819,0
H082,Haze,AFLB2,0.4910401701927185,0.495222419500351,0
H082,Haze,AFLB3,0.4970060884952545,0.4973654747009277,0
H083,Haze,AFLB1,0.4932401478290558,0.5084785223007202,0
H083,Haze,AFLB2,0.4903533458709717,0.4949513673782349,0
H083,Haze,AFLB3,0.4966865181922913,0.497191309928894,0
H084,Haze,AFLB1,0.4923369288444519,0.5098409652709961,0
H084,Haze,AFLB2,0.4889428019523621,0.4939920902252197,0
H084,Haze,AFLB3,0.4964185655117035,0.4967654645442963,0
H085,Haze,AFLB1,0.4934231340885162,0.5083411931991577,0
H085,Haze,AFLB2,0.490700751543045,0.4950103163719177,0
H085,Haze,AFLB3,0.4968568980693817,0.4972610473632812,0
H086,Haze,AFLB1,0.4929485619068146,0.5090407133102417,0
H086,Haze,AFLB2,0.4899226725101471,0.4945347011089325,0
H086,Haze,AFLB3,0.4966518580913544,0.4970293641090393,0
H087,Haze,AFLB1,0.493841677904129,0.5078502893447876,0
H087,Haze,AFLB2,0.4915037751197815,0.4953418970108032,0
H087,Haze,AFLB3,0.4972784519195557,0.497477799654007,0
H088,Haze,AFLB1,0.4937262237071991,0.5081200003623962,0
H088,Haze,AFLB2,0.4911712110042572,0.4948010742664337,0
H088,Haze,AFLB3,0.4974670708179474,0.497382640838623,0
H089,Haze,AFLB1,0.494331032037735,0.5070511698722839,0
H089,Haze,AFLB2,0.4920948445796967,0.4960136711597443,0
H089,Haze,AFLB3,0.4971500039100647,0.4976998865604401,0
H090,Haze,AFLB1,0.4938931465148926,0.5078075528144836,0
H090,Haze,AFLB2,0.4914160668849945,0.4949584305286407,0
H090,Haze,AFLB3,0.4975503981113434,0.4974670708179474,0
H091,Haze,AFLB1,0.4927853345870972,0.509131908416748,0
H091,Haze,AFLB2,0.4897055923938751,0.4945682287216187,0
H091,Haze,AFLB3,0.4964907169342041,0.4969871342182159,0
H092,Haze,AFLB1,0.4968351125717163,0.5038828253746033,0
H092,Haze,AFLB2,0.4957374930381775,0.4975231289863586,0
H092,Haze,AFLB3,0.4987329244613647,0.4987529814243317,0
H093,Haze,AFLB1,0.4945094585418701,0.5069496631622314,0
H093,Haze,AFLB2,0.4923458397388458,0.4957863092422485,0
H093,Haze,AFLB3,0.4975335001945496,0.4977520406246185,0
H094,Haze,AFLB1,0.4922660887241364,0.5099083781242371,0
H094,Haze,AFLB2,0.4888338446617126,0.493961900472641,0
H094,Haze,AFLB3,0.4963327348232269,0.4967241585254669,0
H095,Haze,AFLB1,0.4920108616352081,0.5102450847625732,0
H095,Haze,AFLB2,0.4884076118469238,0.493771106004715,0
H095,Haze,AFLB3,0.4961512684822083,0.4965981245040894,0
H096,Haze,AFLB1,0.4930396378040314,0.5088876485824585,0
H096,Haze,AFLB2,0.4901712238788605,0.4947008192539215,0
H096,Haze,AFLB3,0.4967701733112335,0.4971062242984772,0
H097,Haze,AFLB1,0.494036078453064,0.5074867606163025,0
H097,Haze,AFLB2,0.4916799664497375,0.4955495297908783,0
H097,Haze,AFLB3,0.4972364604473114,0.4975623190402985,0
H098,Haze,AFLB1,0.4935571551322937,0.5080810785293579,0
H098,Haze,AFLB2,0.4908621311187744,0.4952128827571869,0
H098,Haze,AFLB3,0.4969009459018707,0.497341126203537,0
H099,Haze,AFLB1,0.4932838678359985,0.5083666443824768,0
H099,Haze,AFLB2,0.4904036819934845,0.4954222738742828,0
H099,Haze,AFLB3,0.4962253272533417,0.4972041845321655,0
H100,Haze,AFLB1,0.4949280023574829,0.5062249302864075,0
H100,Haze,AFLB2,0.4930011630058289,0.4964136183261871,0
H100,Haze,AFLB3,0.4975363314151764,0.4979733526706696,0
N001,Noise,AFLB1,0.4963263273239136,0.5046424269676208,0
N001,Noise,AFLB2,0.4951373934745789,0.4975793063640594,0
N001,Noise,AFLB3,0.4981971681118011,0.4985316097736359,0
N002,Noise,AFLB1,0.4936581254005432,0.5082215666770935,0
N002,Noise,AFLB2,0.4911653995513916,0.4948370456695557,0
N002,Noise,AFLB3,0.4973454773426056,0.4973325729370117,0
N003,Noise,AFLB1,0.4960011839866638,0.5045304894447327,0
N003,Noise,AFLB2,0.4945308566093445,0.498574286699295,0
N003,Noise,AFLB3,0.4969691038131714,0.4985570311546326,0
N004,Noise,AFLB1,0.4967496395111084,0.503862738609314,0
N004,Noise,AFLB2,0.4955503642559052,0.4984405040740967,0
N004,Noise,AFLB3,0.4979018867015839,0.4987885653972626,0
N005,Noise,AFLB1,0.4922282993793488,0.5104316473007202,0
N005,Noise,AFLB2,0.4885939657688141,0.4932521879673004,0
N005,Noise,AFLB3,0.4967544078826904,0.4966209828853607,0
N006,Noise,AFLB1,0.4935013055801392,0.5078505277633667,0
N006,Noise,AFLB2,0.4908537566661835,0.4961228668689728,0
N006,Noise,AFLB3,0.4959333837032318,0.4973424673080444,0
N007,Noise,AFLB1,0.4966722726821899,0.5042704939842224,0
N007,Noise,AFLB2,0.4956845939159393,0.497468113899231,0
N007,Noise,AFLB3,0.4987480938434601,0.4986583292484283,0
N008,Noise,AFLB1,0.4970968067646027,0.5036607980728149,0
N008,Noise,AFLB2,0.4963756799697876,0.4981685280799866,0
N008,Noise,AFLB3,0.498672217130661,0.4988585710525513,0
N009,Noise,AFLB1,0.4972489774227142,0.5034734606742859,0
N009,Noise,AFLB2,0.4963762760162354,0.4977689981460571,0
N009,Noise,AFLB3,0.499053418636322,0.4988943934440613,0
N010,Noise,AFLB1,0.4959080517292023,0.5052187442779541,0
N010,Noise,AFLB2,0.494431734085083,0.4968962967395782,0
N010,Noise,AFLB3,0.4983087480068207,0.498354971408844,0
N011,Noise,AFLB1,0.4959785938262939,0.5049583315849304,0
N011,Noise,AFLB2,0.4942077994346619,0.4972793161869049,0
N011,Noise,AFLB3,0.4978303015232086,0.4983976185321808,0
N012,Noise,AFLB1,0.4953559935092926,0.5064119100570679,0
N012,Noise,AFLB2,0.4934934079647064,0.4946805536746979,0
N012,Noise,AFLB3,0.4993970394134521,0.4979262948036194,0
N013,Noise,AFLB1,0.495057225227356,0.506242036819458,0
N013,Noise,AFLB2,0.4930850863456726,0.4961575865745544,0
N013,Noise,AFLB3,0.4978258311748505,0.4979851841926575,0
N014,Noise,AFLB1,0.4968896210193634,0.503453254699707,0
N014,Noise,AFLB2,0.4956548810005188,0.4991164207458496,0
N014,Noise,AFLB3,0.497471421957016,0.4989273846149445,0
N015,Noise,AFLB1,0.4960018694400787,0.5052469968795776,0
N015,Noise,AFLB2,0.4946318566799164,0.4965305626392365,0
N015,Noise,AFLB3,0.4987398087978363,0.4983394742012024,0
N016,Noise,AFLB1,0.495795726776123,0.5052683353424072,0
N016,Noise,AFLB2,0.4945140480995178,0.4971440732479095,0
N016,Noise,AFLB3,0.4980801343917847,0.4983432590961456,0
N017,Noise,AFLB1,0.4977822303771973,0.5022766590118408,0
N017,Noise,AFLB2,0.496843010187149,0.5000261664390564,0
N017,Noise,AFLB3,0.4976864159107208,0.4993458092212677,0
N018,Noise,AFLB1,0.4972982704639435,0.5025838613510132,0
N018,Noise,AFLB2,0.4954449236392975,0.4995459318161011,0
N018,Noise,AFLB3,0.4969967901706696,0.4991624057292938,0
N019,Noise,AFLB1,0.4948758482933044,0.5068846344947815,0
N019,Noise,AFLB2,0.4928227365016937,0.4949215948581696,0
N019,Noise,AFLB3,0.4986745715141296,0.4977967441082001,0
N020,Noise,AFLB1,0.4973207712173462,0.5024074912071228,0
N020,Noise,AFLB2,0.496103972196579,0.5017852783203125,0
N020,Noise,AFLB3,0.4956387877464294,0.4992820918560028,0
N021,Noise,AFLB1,0.4952574968338013,0.5062404870986938,0
N021,Noise,AFLB2,0.4938352704048157,0.4963756799697876,0
N021,Noise,AFLB3,0.4982048571109772,0.4980544149875641,0
N022,Noise,AFLB1,0.4952034652233124,0.5067592263221741,0
N022,Noise,AFLB2,0.4936989545822144,0.494403064250946,0
N022,Noise,AFLB3,0.4996477365493774,0.497846394777298,0
N023,Noise,AFLB1,0.4935210347175598,0.5085103511810303,0
N023,Noise,AFLB2,0.4909000396728516,0.4947211146354675,0
N023,Noise,AFLB3,0.4973165392875671,0.4972672462463379,0
N024,Noise,AFLB1,0.4960199594497681,0.5055362582206726,0
N024,Noise,AFLB2,0.4946906566619873,0.4961437582969666,0
N024,Noise,AFLB3,0.4990977942943573,0.4982462227344513,0
N025,Noise,AFLB1,0.4957999587059021,0.5058320164680481,0
N025,Noise,AFLB2,0.4946197867393494,0.4957270622253418,0
N025,Noise,AFLB3,0.4992970526218414,0.4981436729431152,0
N026,Noise,AFLB1,0.4954128563404083,0.5059717893600464,0
N026,Noise,AFLB2,0.4939740598201752,0.4962139427661896,0
N026,Noise,AFLB3,0.4983880817890167,0.4981024563312531,0
N027,Noise,AFLB1,0.4960611164569855,0.505413830280304,0
N027,Noise,AFLB2,0.4951263070106506,0.4961376488208771,0
N027,Noise,AFLB3,0.4993088245391846,0.498290091753006,0
N028,Noise,AFLB1,0.4960614740848541,0.5050679445266724,0
N028,Noise,AFLB2,0.4941153526306152,0.4973118305206299,0
N028,Noise,AFLB3,0.4979088008403778,0.4984123110771179,0
N029,Noise,AFLB1,0.4964787364006042,0.5038835406303406,0
N029,Noise,AFLB2,0.4947236776351929,0.498889297246933,0
N029,Noise,AFLB3,0.4970055520534515,0.4987337589263916,0
N030,Noise,AFLB1,0.4944534301757812,0.5078198313713074,0
N030,Noise,AFLB2,0.4926938712596893,0.4943650662899017,0
N030,Noise,AFLB3,0.4989127814769745,0.4975725114345551,0
N031,Noise,AFLB1,0.4953309595584869,0.5064778923988342,0
N031,Noise,AFLB2,0.4936745166778564,0.4950102567672729,0
N031,Noise,AFLB3,0.4992153346538544,0.4979208409786224,0
N032,Noise,AFLB1,0.4952577948570251,0.5063557028770447,0
N032,Noise,AFLB2,0.4936555027961731,0.495784193277359,0
N032,Noise,AFLB3,0.4985560178756714,0.4979932010173798,0
N033,Noise,AFLB1,0.4950471818447113,0.5061782002449036,0
N033,Noise,AFLB2,0.4931720495223999,0.496922492980957,0
N033,Noise,AFLB3,0.4972402453422546,0.4980208873748779,0
N034,Noise,AFLB1,0.493836373090744,0.5085466504096985,0
N034,Noise,AFLB2,0.4914228022098541,0.4935226738452911,0
N034,Noise,AFLB3,0.4986169636249542,0.4972700178623199,0
N035,Noise,AFLB1,0.496805340051651,0.5039433836936951,0
N035,Noise,AFLB2,0.49570432305336,0.4981142282485962,0
N035,Noise,AFLB3,0.4982867836952209,0.4987695813179016,0
N036,Noise,AFLB1,0.4942736625671387,0.5076912045478821,0
N036,Noise,AFLB2,0.4920370578765869,0.4947639405727386,0
N036,Noise,AFLB3,0.4981746673583984,0.4975554645061493,0
N037,Noise,AFLB1,0.4946606755256653,0.5068695545196533,0
N037,Noise,AFLB2,0.4926334619522095,0.4955299198627472,0
N037,Noise,AFLB3,0.4979044795036316,0.4977689981460571,0
N038,Noise,AFLB1,0.4965212941169739,0.5044576525688171,0
N038,Noise,AFLB2,0.4956701099872589,0.4976882934570312,0
N038,Noise,AFLB3,0.4984822571277618,0.4985984563827515,0
N039,Noise,AFLB1,0.4958870708942413,0.5052284002304077,0
N039,Noise,AFLB2,0.4945220947265625,0.4972576200962067,0
N039,Noise,AFLB3,0.4980263113975525,0.4983392357826233,0
N040,Noise,AFLB1,0.4950977861881256,0.5061115026473999,0
N040,Noise,AFLB2,0.4932413101196289,0.4964653253555298,0
N040,Noise,AFLB3,0.4975850880146027,0.498016744852066,0
N041,Noise,AFLB1,0.4959651529788971,0.5054628849029541,0
N041,Noise,AFLB2,0.49466672539711,0.4958583414554596,0
N041,Noise,AFLB3,0.4992431998252869,0.4982411861419678,0
N042,Noise,AFLB1,0.4957700669765472,0.5052230358123779,0
N042,Noise,AFLB2,0.4944003820419312,0.4971657395362854,0
N042,Noise,AFLB3,0.497920036315918,0.4983323514461517,0
N043,Noise,AFLB1,0.4959513247013092,0.5053810477256775,0
N043,Noise,AFLB2,0.4946262538433075,0.4960330724716187,0
N043,Noise,AFLB3,0.4990715384483337,0.498264878988266,0
N044,Noise,AFLB1,0.4953575134277344,0.505275547504425,0
N044,Noise,AFLB2,0.4934056103229523,0.4976718723773956,0
N044,Noise,AFLB3,0.4967336356639862,0.498218834400177,0
N045,Noise,AFLB1,0.4956744611263275,0.5052258372306824,0
N045,Noise,AFLB2,0.4939762651920319,0.4973075687885284,0
N045,Noise,AFLB3,0.4975998401641846,0.4983132481575012,0
N046,Noise,AFLB1,0.4945115447044373,0.5075584053993225,0
N046,Noise,AFLB2,0.4922567307949066,0.4943817853927612,0
N046,Noise,AFLB3,0.4987050592899323,0.4975879192352295,0
N047,Noise,AFLB1,0.4950211644172668,0.506659209728241,0
N047,Noise,AFLB2,0.4931050837039948,0.4951649904251099,0
N047,Noise,AFLB3,0.498661994934082,0.4978741705417633,0
N048,Noise,AFLB1,0.4947308003902435,0.5067789554595947,0
N048,Noise,AFLB2,0.4926319718360901,0.4956656694412231,0
N048,Noise,AFLB3,0.497906893491745,0.4978313744068146,0
N049,Noise,AFLB1,0.4956060349941254,0.5049656629562378,0
N049,Noise,AFLB2,0.4941849708557129,0.4986670017242432,0
N049,Noise,AFLB3,0.4964160919189453,0.4983784258365631,0
N050,Noise,AFLB1,0.4939700961112976,0.5074051022529602,0
N050,Noise,AFLB2,0.4915995299816132,0.4963898956775665,0
N050,Noise,AFLB3,0.4963103532791138,0.4975531697273254,0
N051,Noise,AFLB1,0.4950517416000366,0.5066628456115723,0
N051,Noise,AFLB2,0.4935339391231537,0.495735377073288,0
N051,Noise,AFLB3,0.4984849989414215,0.497917115688324,0
N052,Noise,AFLB1,0.4928456842899323,0.5091080665588379,0
N052,Noise,AFLB2,0.4899275302886963,0.4946771264076233,0
N052,Noise,AFLB3,0.4964306652545929,0.4969881772994995,0
N053,Noise,AFLB1,0.4926356077194214,0.5102301836013794,0
N053,Noise,AFLB2,0.4897596836090088,0.4931801557540894,0
N053,Noise,AFLB3,0.4977782070636749,0.4968338906764984,0
N054,Noise,AFLB1,0.4934869408607483,0.5091553330421448,0
N054,Noise,AFLB2,0.4907799959182739,0.4929359257221222,0
N054,Noise,AFLB3,0.4987758696079254,0.4971193671226501,0
N055,Noise,AFLB1,0.4963932931423187,0.5045587420463562,0
N055,Noise,AFLB2,0.4952932894229889,0.4971660971641541,0
N055,Noise,AFLB3,0.4986502230167389,0.4985578656196594,0
N056,Noise,AFLB1,0.4935693442821503,0.5088852047920227,0
N056,Noise,AFLB2,0.4915320575237274,0.4943569004535675,0
N056,Noise,AFLB3,0.4979777336120605,0.4972546994686127,0
N057,Noise,AFLB1,0.4964669942855835,0.5044098496437073,0
N057,Noise,AFLB2,0.4951228499412537,0.4972539246082306,0
N057,Noise,AFLB3,0.4985518753528595,0.4985867142677307,0
N058,Noise,AFLB1,0.4947372674942017,0.5066174864768982,0
N058,Noise,AFLB2,0.4927126467227936,0.4963350296020508,0
N058,Noise,AFLB3,0.4973763227462769,0.4978667199611664,0
N059,Noise,AFLB1,0.4959228336811066,0.5052292943000793,0
N059,Noise,AFLB2,0.4944313764572144,0.4966735243797302,0
N059,Noise,AFLB3,0.4984075129032135,0.4983276724815369,0
N060,Noise,AFLB1,0.495428204536438,0.506109356880188,0
N060,Noise,AFLB2,0.4939314723014832,0.4959469735622406,0
N060,Noise,AFLB3,0.4986264407634735,0.4980694353580475,0
N061,Noise,AFLB1,0.4972752630710602,0.502982497215271,0
N061,Noise,AFLB2,0.4961370527744293,0.499885767698288,0
N061,Noise,AFLB3,0.4972371757030487,0.4991053938865662,0
N062,Noise,AFLB1,0.4972436726093292,0.5035600662231445,0
N062,Noise,AFLB2,0.49632728099823,0.4972905814647675,0
N062,Noise,AFLB3,0.499410480260849,0.4988545775413513,0
N063,Noise,AFLB1,0.4958483576774597,0.5055755972862244,0
N063,Noise,AFLB2,0.4946271181106567,0.4964479506015778,0
N063,Noise,AFLB3,0.4987266361713409,0.4982452094554901,0
N064,Noise,AFLB1,0.495227724313736,0.5063039660453796,0
N064,Noise,AFLB2,0.4933890104293823,0.4955916404724121,0
N064,Noise,AFLB3,0.4985780715942383,0.4979816079139709,0
N065,Noise,AFLB1,0.4972894191741943,0.5032303929328918,0
N065,Noise,AFLB2,0.4963033199310303,0.4987726509571075,0
N065,Noise,AFLB3,0.4982747435569763,0.4990079402923584,0
N066,Noise,AFLB1,0.4954610168933868,0.5055100321769714,0
N066,Noise,AFLB2,0.4934901297092438,0.4970740079879761,0
N066,Noise,AFLB3,0.4974087774753571,0.4982014298439026,0
N067,Noise,AFLB1,0.4950045347213745,0.5066078901290894,0
N067,Noise,AFLB2,0.4932642579078674,0.4957047998905182,0
N067,Noise,AFLB3,0.4983333051204681,0.4978904724121094,0
N068,Noise,AFLB1,0.494983434677124,0.5059893131256104,0
N068,Noise,AFLB2,0.4932514429092407,0.4971758723258972,0
N068,Noise,AFLB3,0.4969951510429382,0.4980519413948059,0
N069,Noise,AFLB1,0.4963447749614716,0.5046178698539734,0
N069,Noise,AFLB2,0.4951641857624054,0.4975920021533966,0
N069,Noise,AFLB3,0.498200535774231,0.4985381364822388,0
N070,Noise,AFLB1,0.4935967624187469,0.5083140134811401,0
N070,Noise,AFLB2,0.4911108911037445,0.494809478521347,0
N070,Noise,AFLB3,0.4973207712173462,0.4973108768463135,0
N071,Noise,AFLB1,0.4959971904754639,0.5045270919799805,0
N071,Noise,AFLB2,0.494524359703064,0.4985845983028412,0
N071,Noise,AFLB3,0.4969526827335358,0.4985557794570923,0
N072,Noise,AFLB1,0.496746152639389,0.5038672685623169,0
N072,Noise,AFLB2,0.49554842710495,0.4984392523765564,0
N072,Noise,AFLB3,0.4979023039340973,0.4987912178039551,0
N073,Noise,AFLB1,0.4921951591968536,0.5104737281799316,0
N073,Noise,AFLB2,0.4885013699531555,0.493197113275528,0
N073,Noise,AFLB3,0.4967308640480042,0.4965935349464417,0
N074,Noise,AFLB1,0.4934961795806885,0.5078424215316772,0
N074,Noise,AFLB2,0.490805596113205,0.4961318969726562,0
N074,Noise,AFLB3,0.4958873093128204,0.4973329901695251,0
N075,Noise,AFLB1,0.4966624081134796,0.5042765736579895,0
N075,Noise,AFLB2,0.4957003891468048,0.4974848926067352,0
N075,Noise,AFLB3,0.498745858669281,0.498661994934082,0
N076,Noise,AFLB1,0.4971183240413666,0.5036352276802063,0
N076,Noise,AFLB2,0.4963966012001038,0.4981836080551147,0
N076,Noise,AFLB3,0.4986746907234192,0.4988653361797333,0
N077,Noise,AFLB1,0.4972618818283081,0.5034598708152771,0
N077,Noise,AFLB2,0.4964073300361633,0.4977974593639374,0
N077,Noise,AFLB3,0.4990589618682861,0.4989069700241089,0
N078,Noise,AFLB1,0.4959113895893097,0.5052168965339661,0
N078,Noise,AFLB2,0.4944303333759308,0.4968916177749634,0
N078,Noise,AFLB3,0.4983105063438416,0.4983535706996918,0
N079,Noise,AFLB1,0.496014267206192,0.5049084424972534,0
N079,Noise,AFLB2,0.4942504167556763,0.4973032176494598,0
N079,Noise,AFLB3,0.4978446066379547,0.4984093308448792,0
N080,Noise,AFLB1,0.4953505992889404,0.5064275860786438,0
N080,Noise,AFLB2,0.4935013055801392,0.4946902990341187,0
N080,Noise,AFLB3,0.4993952810764313,0.4979307353496552,0
N081,Noise,AFLB1,0.4950692653656006,0.5062217712402344,0
N081,Noise,AFLB2,0.4930718541145325,0.4961377680301666,0
N081,Noise,AFLB3,0.4978278279304504,0.4979857504367828,0
N082,Noise,AFLB1,0.4969164133071899,0.5034094452857971,0
N082,Noise,AFLB2,0.4956615567207336,0.4991220831871033,0
