Image_ID,Degradation,AFLB,hl_mean,hl_std,lh_mean,lh_std,agg_energy,cross_agg_energy,aflb_out_mean,aflb_out_std,aflb_out_energy
R009,Rain,AFLB2,0.05126410722732544,0.03499459102749825,0.02546482533216476,0.1264147162437439,21241.0703125,3534.43798828125,-0.001897655776701868,0.03135934844613075,1819.256225585938
R009,Rain,AFLB3,0.4999274611473083,4.629312752513215e-05,0.4999898672103882,7.115225162124261e-05,39.65251922607422,6.471959750342648e-07,0.0008216412970796227,0.009212033823132515,315.3223571777344
R010,Rain,AFLB1,0.005372863262891769,0.01536465622484684,0.08089180290699005,0.2704416811466217,51676.7578125,329.9689636230469,-0.0004460631171241403,0.03357502073049545,1039.08642578125
R010,Rain,AFLB2,0.03166124597191811,0.0270448625087738,0.02267133630812168,0.1276664882898331,18763.59765625,2706.513916015625,-0.002440996933728456,0.03192231431603432,1889.26611328125
R010,Rain,AFLB3,0.4999203085899353,4.962989260093309e-05,0.4999898970127106,7.294854003703222e-05,39.58403396606445,5.280555797071429e-07,0.0009305691928602755,0.01016159262508154,383.8424072265625
R011,Rain,AFLB1,0.0006199709023348987,0.002309452509507537,0.08990899473428726,0.2533924877643585,34333.515625,216.9721069335938,-0.00100131263025105,0.03053597919642925,860.2662353515625
R011,Rain,AFLB2,0.04639186337590218,0.03961515799164772,0.02487723529338837,0.1269128918647766,22295.087890625,3219.124267578125,-0.001355786342173815,0.03102758713066578,1777.857299804688
R011,Rain,AFLB3,0.4999220371246338,4.902783621218987e-05,0.4999906122684479,7.091422594385222e-05,39.57189559936523,4.960961064170988e-07,0.001077248598448932,0.009014411829411983,303.8334045410156
R012,Rain,AFLB1,0.004398398101329803,0.01215099450200796,0.08079222589731216,0.2709500789642334,57081.50390625,186.0874481201172,8.797706686891615e-05,0.0358673520386219,1185.615234375
R012,Rain,AFLB2,0.03850515186786652,0.03870727121829987,0.02469027601182461,0.1267748326063156,22005.79296875,3739.6953125,-0.001946473377756774,0.03528115153312683,2301.32421875
R012,Rain,AFLB3,0.4999221861362457,4.64311488030944e-05,0.499988466501236,8.135159441735595e-05,39.63419342041016,5.825600055686664e-07,0.00096138846129179,0.00972241535782814,351.865478515625
R013,Rain,AFLB1,0.0004321958695072681,0.001962785609066486,0.08071047067642212,0.2723105251789093,67417.9140625,486.0938110351562,-0.0004449335101526231,0.04605353996157646,1954.829956054688
R013,Rain,AFLB2,0.02555101551115513,0.02434954792261124,0.02189269103109837,0.1279823035001755,18521.64453125,2614.89111328125,-0.002112207468599081,0.03811349719762802,2685.72705078125
R013,Rain,AFLB3,0.4999243021011353,4.401934347697534e-05,0.4999859631061554,9.431379294255748e-05,39.66566848754883,6.994199566179304e-07,0.001052840030752122,0.01062539499253035,420.2771606445312
R014,Rain,AFLB1,0.007791727315634489,0.01714783534407616,0.08069044351577759,0.271955132484436,54818.11328125,351.5663757324219,9.59297685767524e-05,0.03282723948359489,993.1500854492188
R014,Rain,AFLB2,0.05349587649106979,0.03245021030306816,0.02374022267758846,0.1268718093633652,20824.099609375,3819.5439453125,-0.00087623210856691,0.03090332821011543,1761.700073242188
R014,Rain,AFLB3,0.4999243021011353,4.921916115563363e-05,0.499988466501236,8.223158511100337e-05,39.64004516601562,5.561420266531059e-07,0.0006522070616483688,0.009545107372105122,337.4325561523438
R015,Rain,AFLB1,0.0008396563935093582,0.00358637748286128,0.08069512993097305,0.2721621990203857,56843.59765625,479.0426025390625,-0.0003242362581659108,0.04676824063062668,2015.88330078125
R015,Rain,AFLB2,0.04243944585323334,0.03130166977643967,0.02456714771687984,0.1263716667890549,19773.36328125,3136.558837890625,-0.002444174140691757,0.03731327131390572,2577.261962890625
R015,Rain,AFLB3,0.4999200403690338,5.295543815009296e-05,0.4999871253967285,8.922092820284888e-05,39.67569732666016,6.20620085101109e-07,0.0008759012562222779,0.01113491598516703,459.8915405273438
R016,Rain,AFLB1,0.003489245194941759,0.01217188965529203,0.08072773367166519,0.2713530957698822,43786.58203125,374.2586669921875,-9.041478188009933e-05,0.03553517907857895,1163.756958007812
R016,Rain,AFLB2,0.04400385171175003,0.03081907890737057,0.02282550930976868,0.1271984577178955,18330.673828125,2150.31640625,-0.001259631710126996,0.033365648239851,2054.8974609375
R016,Rain,AFLB3,0.4999259412288666,4.744991747429594e-05,0.4999883472919464,7.981256203493103e-05,39.71506500244141,5.438909624899679e-07,0.001104867202229798,0.00992389302700758,367.5502624511719
